x1,x2,Resposta,Cliente
-1.2576190253144157,0.7292046104902518,0,1
0.6807669585076327,-0.6973726860051956,1,1
1.0395806770430558,-0.4080087637919043,1,1
-2.0821846681037526,-0.12428569045460133,0,1
0.28297078128828945,-0.7152010900887735,1,1
-1.733275377231488,1.2029127186270252,0,1
-1.9216277550117207,-0.9383145546229081,0,1
0.5470531866829496,2.7602625145811244,0,1
0.03530626949815645,2.2236574450928037,0,1
-0.21527686052537648,0.5413272559631884,0,1
1.2623121381463664,-0.7154631338626285,1,1
0.7296032016426315,-0.5705794782477451,1,1
0.9692282419989229,1.5533316317663768,0,1
0.09430464028771865,1.9958271129156069,0,1
0.6579496735245655,0.6843439327079929,0,2
1.3404056974991114,-0.8401106040935958,1,2
0.7564019485697875,0.5155345192955219,1,2
0.7269027631750064,0.6294496853841202,1,2
1.1654679049113472,0.6522081592909033,1,2
1.2290399669474559,-0.6863834190582339,1,2
0.6538596880701455,0.7039903596987536,0,2
0.4797084398589858,-0.6376848878707662,1,2
1.0740512292472437,-0.7676687762861543,1,2
0.6016111981632399,-0.21171540918068746,1,2
0.8561563726948063,0.08289074513804096,1,2
-0.13868256303687873,0.20279137143760506,0,2
1.3722328412412441,-0.8491468613390658,1,2
0.9827762217674029,0.8977522201282804,1,2
0.8401973499853364,0.3885206724711718,1,2
0.2801315789615757,-0.7551522778166868,0,2
-0.14111665223496592,-0.43019395704983443,1,2
0.37924116668485197,0.016885022671607942,1,2
0.327209835223013,-0.9301667374586715,1,2
0.26189544311881646,0.7971251561362619,0,3
-0.6642646516212234,-0.15637029663273863,0,3
0.09430464028771865,1.0511528497849623,0,3
-0.3963697717921576,1.1364833574645368,0,3
-1.8282999555131763,0.6172490130180676,0,3
-0.8582360989287048,-1.490220744439455,0,3
-0.21527686052537648,-0.4033470071674565,0,3
-1.3158363309247316,0.2799242394663405,0,3
-1.235038631294874,0.5778901203825629,0,3
-0.9003430923896597,1.4240443437679917,0,3
0.160526845558788,0.913392770479843,0,3
-0.6600169234821522,0.05385385653713431,0,3
0.912436552970838,1.324500129775725,1,3
-1.4836036617305124,-0.8570974616179945,0,3
-0.582675019666575,-0.1495835401677762,0,3
-0.7640795864058301,-1.8402496637234245,1,3
-1.733275377231488,0.25823845549638036,0,3
-1.2156914546840096,-0.5216207104213139,0,3
-1.2669138746792845,0.8098805425329133,0,3
-0.45908237713388467,-1.2552859645476138,1,3
0.7466331245956062,-0.41807224576711627,1,3
-0.10259990980272536,1.388771676609904,0,3
0.5470531866829496,1.815588251450479,0,3
-1.6958643829256137,0.4256665540691285,0,3
0.160526845558788,1.8580670336104879,0,1
-1.6958643829256137,1.3703408171997735,0,1
-0.8553478225572605,-0.12214216166332419,0,1
-0.8582360989287048,-0.5455464813088102,0,1
0.7466331245956062,0.5266020173635286,0,1
-0.43406504173895666,-0.2779570522460004,0,1
0.5755794989942556,-0.4064336816501418,1,1
0.505176044918374,-0.7637101340233018,1,2
0.8655960904794899,-0.1554634283270396,1,2
-0.15738806018981585,0.11907732215123097,0,2
1.0496331076797445,-0.8310653801648794,1,2
-0.25156424907993225,-0.9515363144737359,0,2
0.8507350190700729,-0.8399795822066685,1,2
-0.33184270562594836,-0.5445218823895823,0,2
1.3576037467194897,0.48779922904281997,1,2
1.1938637494253896,0.2942867787209068,1,2
0.03530626949815645,1.2789831819621587,0,3
-1.700732561321788,-0.8403041029057503,0,3
1.3056398423665985,-0.5001790322299023,1,3
0.07095414896367654,-0.673206267631918,1,3
1.325966425630632,-1.678209911484213,1,3
1.3322295874996866,-0.3211314851934539,1,3
-1.9216277550117207,-1.8829888177535532,0,3
-2.0821846681037526,-1.0689599535852463,0,3
0.6807669585076327,-1.6420469491358405,1,3
0.28297078128828945,-1.6598753532194181,1,3
0.7296032016426315,-1.5152537413783902,1,3
