x1,x2,Resposta,Cliente
0.918900136459117,0.5179729122319864,0,2
1.8090049834793875,-1.1092168383707481,1,2
1.047308186413107,0.3377871863353384,1,2
1.0088333734132535,0.45937926154833664,1,2
1.5808393997066177,0.4836714621922297,1,2
1.6637543401065347,-0.9451297542105545,1,2
0.9135657035442756,0.5389433405810027,0,2
0.686425983618285,-0.8931493580067361,1,2
1.4616076496032098,-1.0318930501713894,1,2
0.8454197241963654,-0.4384731751089979,1,2
1.1774145863951617,-0.1240130825320851,1,2
-0.12012097280782603,0.0039678217819490436,0,2
1.8505160756471954,-1.1188620621663279,1,2
1.342560672632503,0.745763095278403,1,2
1.1565997602842042,0.20221369119469088,1,2
0.4261244770050168,-1.0185330466217375,0,2
-0.12329567493834442,-0.6716753108480676,1,2
0.555389838170558,-0.19446702686803696,1,2
0.48752709140868244,-1.2053419858599028,1,2
