x1,x2,Resposta,Cliente
-1.2323968914757701,0.5478130148486074,0,1
0.7437492076078679,-0.9233356831457686,1,1
1.1095526833342824,-0.6249309921021047,1,1
-2.0730252245509084,-0.3323433903250928,0,1
0.3382038877369643,-0.9417211106436728,1,1
-1.7173191165590738,1.0363214666701785,0,1
-1.9093406332797112,-1.171805441622968,0,1
0.6074306669299729,2.6423284669694374,0,1
0.08571482573368903,2.0889579266879954,0,1
-0.16974970972264708,0.3540656965826328,0,1
1.3366229942403862,-0.9419913416067418,1,1
0.7935367897357769,-0.792580999915396,1,1
1.0378297699239358,1.3976887259725606,0,1
0.14586249563078357,1.854009356169245,0,1
0.7204874377192617,0.5015507282745507,0,2
1.4162378304837806,-1.0705332467590685,1,2
0.8208575811789793,0.32746710212892494,1,2
0.790783746230432,0.4449413873883001,1,2
1.23789221754091,0.468410917808105,1,2
1.3027026750307287,-0.91200307200675,1,2
0.7163177785964051,0.5218109802487706,0,2
0.5387740320591707,-0.8617830236948356,1,2
1.1446947282314759,-0.9958280759133956,1,2
0.663051478502264,-0.42250472766438124,1,2
0.9225552398219176,-0.11869401834505577,1,2
-0.0916633412401962,0.004952734412499341,0,2
1.4486849728361904,-1.0798518291549,1,2
1.051641666828574,0.721626657529021,1,2
0.9062853324166227,0.19648488627428187,1,2
0.33530937722704945,-0.9829205170506261,0,2
-0.09414484694327459,-0.6478093305253614,1,2
0.4363496379366112,-0.1867619967891393,1,2
0.38330472657396264,-1.1634030573693355,1,2
0.31671799810607026,0.6178556424297862,0,3
-0.6274838655179522,-0.3654304349041593,0,3
0.14586249563078357,0.8798200741390724,0,3
-0.35437034418778074,0.967816613534725,0,3
-1.8141947910922556,0.43235952217141493,0,3
-0.8252339122730761,-1.7409551642200296,0,3
-0.16974970972264708,-0.62012358544754,0,3
-1.2917482809003582,0.08449551043438616,0,3
-1.2093766272302022,0.39177091628411526,0,3
-0.8681611577063805,1.2643620384714356,0,3
0.21337472163290552,0.7377558748817313,0,3
-0.6231533908539526,-0.14863812369705615,0,3
0.9799317683546447,1.1617077054974325,1,3
-1.4627837501477226,-1.0880508347589801,0,3
-0.5443048525357524,-0.3584316357773527,0,3
-0.7292432135792496,-2.1019202448574483,1,3
-1.7173191165590738,0.06213218464000573,0,3
-1.1896525640627336,-0.7420925842366923,0,3
-1.2418728062147624,0.6310095529370874,0,3
-0.4183046026088336,-1.4986801775084486,1,3
0.8108984587181632,-0.63530889341982,1,3
-0.05487779128865166,1.2279873264303238,0,3
0.6074306669299729,1.6681391849392644,0,3
-1.6791793492075675,0.23479133870622113,0,3
